Date,Open,High,Low,Close,Volume,Close_Scaled,Prediction
2020-01-19,8706.2451171875,9164.3623046875,8620.080078125,8941.4453125,34217320471,0.06297436084474266,0.07496187876247372
2020-01-20,8657.642578125,8745.5908203125,8560.4736328125,8704.6318359375,26422375678,0.05918820187668404,0.0821975132262708
2020-01-21,8745.89453125,8755.7060546875,8544.5205078125,8658.9912109375,24097418512,0.058458502434912865,0.07397214114450647
2020-01-22,8680.8759765625,8792.994140625,8636.7470703125,8744.2109375,22600204051,0.05982099006299747,0.07369166526355865
2020-01-23,8406.515625,8687.7470703125,8333.6376953125,8680.650390625,25770680779,0.05880478803742577,0.0749055462653428
2020-01-24,8445.4345703125,8514.6669921875,8266.8408203125,8405.5673828125,24397913026,0.05440677821083993,0.07451562171341723
2020-01-25,8367.84765625,8458.453125,8296.21875,8440.119140625,19647331549,0.05495918954149094,0.07864474066816586
2020-01-26,8596.830078125,8602.4013671875,8325.498046875,8364.41015625,22177678796,0.05374875906128827,0.07432367278888079
2020-01-27,8909.8193359375,8977.7265625,8597.30859375,8597.30859375,28647338393,0.05747232463106587,0.06931908937206878
2020-01-28,9358.58984375,9358.58984375,8908.447265625,8912.5244140625,34398744403,0.06251197533960627,0.061114139381836394
2020-01-29,9316.6298828125,9406.431640625,9269.4677734375,9357.470703125,30682598115,0.0696257486226642,0.06053273430196916
2020-01-30,9508.9931640625,9553.1259765625,9230.8974609375,9316.0166015625,32378792851,0.06896298305428554,0.05865390188103077
2020-01-31,9350.529296875,9521.7060546875,9230.7763671875,9508.3134765625,29432489719,0.07203741339659227,0.057511498199608393
2020-02-01,9392.875,9439.3232421875,9313.2392578125,9346.357421875,25922656496,0.06944807018104841,0.05692803217472418
2020-02-02,9344.365234375,9468.7978515625,9217.82421875,9389.8203125,30835736946,0.07014295214260839,0.06175835644506221
2020-02-03,9293.521484375,9540.3720703125,9248.6337890625,9344.68359375,30934096509,0.06942130912226725,0.06052975217698246
2020-02-04,9180.962890625,9331.265625,9112.8115234375,9292.841796875,29893183716,0.06859246573460324,0.060077983661327536
2020-02-05,9613.423828125,9701.2998046875,9163.7041015625,9183.416015625,35222060874,0.06684297322670045,0.06516252237686666
2020-02-06,9729.8017578125,9824.619140625,9539.818359375,9617.8212890625,37628823716,0.0737882174149604,0.06585467202495716
2020-02-07,9795.943359375,9834.716796875,9726.0029296875,9726.0029296875,34522718159,0.07551781868080533,0.06244293368153729
2020-02-08,9865.119140625,9876.7490234375,9678.91015625,9793.0703125,35172043762,0.07659008777877092,0.049699595405266736
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663,0.07772242093340574,0.04667788309970129
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075,0.08174602574857272,0.04648511448112398
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389,0.07759447059693463,0.04654149381791438
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830,0.08313422834971014,0.000243862880456705
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373,0.0850779336990241,0.00912111030977128
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162,0.08328072719133413,0.0031734259626112205
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831,0.08491638371348818,0.006117805990380268
2020-02-16,9934.43359375,10053.96875,9722.38671875,9889.1796875,43374780305,0.07812667842113126,0.0
2020-02-17,9690.142578125,9938.8154296875,9507.6376953125,9936.560546875,45998298413,0.07888420062063174,0.0035898617618007195
2020-02-18,10141.99609375,10161.935546875,9632.3828125,9691.23046875,47271023953,0.07496187876247372,0.003882484727772903
2020-02-19,9633.38671875,10191.67578125,9611.2236328125,10143.798828125,46992019710,0.0821975132262708,0.019010867238168805
2020-02-20,9608.4755859375,9643.216796875,9507.900390625,9629.3251953125,44925260237,0.07397214114450647,0.019248570703404286
2020-02-21,9686.44140625,9723.0146484375,9589.7431640625,9611.7822265625,40930547513,0.07369166526355865,0.018913409520017146
2020-02-22,9663.181640625,9698.2314453125,9600.728515625,9687.70703125,35838025154,0.0749055462653428,0.013250744500774167
2020-02-23,9924.515625,9937.404296875,9657.791015625,9663.318359375,41185185761,0.07451562171341723,0.02292773227599776
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648,0.07864474066816586,0.027757275885344518
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129,0.07432367278888079,0.026741308058070193
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762,0.06931908937206878,0.027448266845165326
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695,0.061114139381836394,0.02341714426465233
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443,0.06053273430196916,0.019873747445052714
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544,0.05865390188103077,0.014756233609241831
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300,0.057511498199608393,0.022831226964255477
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409,0.05692803217472418,0.02293855223733693
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821,0.06175835644506221,0.02564782059436156
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368,0.06052975217698246,0.028695443038227658
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597,0.060077983661327536,0.027751936164164145
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651,0.06516252237686666,0.029736915060087174
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370,0.06585467202495716,0.02854600891127644
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121,0.06244293368153729,0.036309659049746965
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808,0.049699595405266736,0.03480102387748445
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994,0.04667788309970129,0.03733803938678268
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605,0.04648511448112398,0.036792037282870074
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243,0.04654149381791438,0.029815301230221802
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075,0.000243862880456705,0.02966545335294521
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008,0.00912111030977128,0.031384937252343106
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639,0.0031734259626112205,0.02942905359156517
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430,0.006117805990380268,0.029465502653248127
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935,0.0,0.026186258093268633
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016,0.0035898617618007195,0.033798093088764525
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797,0.003882484727772903,0.0334102060620262
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103,0.019010867238168805,0.036106265635078336
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880,0.019248570703404286,0.034922377628579235
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740,0.018913409520017146,0.030012652328817904
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000,0.013250744500774167,0.03000715647543928
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672,0.02292773227599776,0.03387409043626584
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888,0.027757275885344518,0.0388763240634941
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642,0.026741308058070193,0.040735741445579315
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367,0.027448266845165326,0.041050004334229825
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901,0.02341714426465233,0.042797162665768676
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931,0.019873747445052714,0.044676564969230725
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525,0.014756233609241831,0.04483232245021132
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812,0.022831226964255477,0.06067568894269275
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266,0.02293855223733693,0.05867899232529057
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124,0.02564782059436156,0.06181703092516695
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903,0.028695443038227658,0.06364855529003367
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584,0.027751936164164145,0.062243708996562105
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856,0.029736915060087174,0.06251689350385135
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615,0.02854600891127644,0.06402950224055949
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668,0.036309659049746965,0.06809769841154849
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549,0.03480102387748445,0.07887783042694287
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178,0.03733803938678268,0.07735488573871015
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992,0.036792037282870074,0.073362101419479
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946,0.029815301230221802,0.06000204096009561
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632,0.02966545335294521,0.05768140125775102
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647,0.031384937252343106,0.060799080218974774
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052,0.02942905359156517,0.0682485221150642
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031,0.029465502653248127,0.07565032807746556
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377,0.026186258093268633,0.06923835341235039
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567,0.033798093088764525,0.06990488176670702
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386,0.0334102060620262,0.07471350366148742
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215,0.036106265635078336,0.07553477463753598
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936,0.034922377628579235,0.07550704555912564
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511,0.030012652328817904,0.07226806749307647
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866,0.03000715647543928,0.06519491980800486
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316,0.03387409043626584,0.06686929711532648
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286,0.0388763240634941,0.06730450000474643
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447,0.040735741445579315,0.060490828419957135
2020-04-26,7679.8671875,7700.59423828125,7561.40771484375,7570.13916015625,33070154491,0.041050004334229825,0.06246499516115091
2020-04-27,7795.60107421875,7795.60107421875,7679.4189453125,7679.4189453125,36162144725,0.042797162665768676,0.06131058491368262
2020-04-28,7807.05859375,7814.52734375,7730.806640625,7796.97021484375,33187959921,0.044676564969230725,0.06686742352894741
2020-04-29,8801.0380859375,8871.75390625,7786.04931640625,7806.71240234375,60201052203,0.04483232245021132,0.0723578435070739
2020-04-30,8658.5537109375,9440.650390625,8533.255859375,8797.669921875,66964629541,0.06067568894269275,0.07092785992968305
2020-05-01,8864.7666015625,9048.0234375,8667.763671875,8672.7822265625,44068389997,0.05867899232529057,0.07510377170424916
2020-05-02,8988.5966796875,9007.1875,8811.3662109375,8869.0576171875,40134388683,0.06181703092516695,0.07132262457975456
2020-05-03,8897.46875,9167.78125,8830.9716796875,8983.6142578125,47101785174,0.06364855529003367,0.08250407879754725
2020-05-04,8912.654296875,8956.90625,8645.0244140625,8895.7451171875,45718796276,0.062243708996562105,0.07244426267880884
2020-05-05,9003.0703125,9062.4150390625,8856.8271484375,8912.83203125,43148462663,0.06251689350385135,0.07439628987428985
2020-05-06,9268.76171875,9411.4677734375,8966.7060546875,9007.44140625,49371886931,0.06402950224055949,0.07670432970823514
2020-05-07,9951.5185546875,9992.6640625,9138.322265625,9261.8955078125,61112700562,0.06809769841154849,0.07454097758241408
2020-05-08,9842.666015625,9996.7431640625,9767.1728515625,9936.162109375,51780748042,0.07887783042694287,0.07435069927239897
2020-05-09,9593.896484375,9913.86328125,9580.64453125,9840.90625,46566121841,0.07735488573871015,0.07606237656188407
2020-05-10,8756.4306640625,9595.5810546875,8395.107421875,9591.1689453125,63325279337,0.073362101419479,0.07629095410013147
2020-05-11,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802,0.06000204096009561,0.07660685637686367
2020-05-12,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533,0.05768140125775102,0.07782128384134172
2020-05-13,9269.9873046875,9317.87890625,8805.3876953125,8805.3876953125,45558144023,0.060799080218974774,0.06903770792437107
2020-05-14,9733.7216796875,9793.2685546875,9255.03515625,9271.3291015625,56426907637,0.0682485221150642,0.07159649606871617
2020-05-15,9328.197265625,9755.828125,9261.3984375,9734.291015625,48158802327,0.07565032807746556,0.07154562819852421
2020-05-16,9377.013671875,9564.205078125,9260.6943359375,9333.240234375,36164766408,0.06923835341235039,0.07008243530256421
2020-05-17,9670.7392578125,9823.001953125,9349.5458984375,9374.9296875,40084250663,0.06990488176670702,0.07117331535856196
2020-05-18,9726.5751953125,9906.0302734375,9570.359375,9675.6953125,41827139896,0.07471350366148742,0.07244463739608466
2020-05-19,9729.0380859375,9836.0478515625,9539.6240234375,9727.0634765625,39254288955,0.07553477463753598,0.07160979853200759
2020-05-20,9522.9814453125,9804.7939453125,9447.201171875,9725.3291015625,36546239703,0.07550704555912564,0.07047028329625298
2020-05-21,9081.76171875,9555.2421875,8869.9306640625,9522.740234375,39326160532,0.07226806749307647,0.06856237905999922
2020-05-22,9182.5771484375,9232.9365234375,9008.638671875,9080.3349609375,29810773699,0.06519491980800486,0.06920136569458345
2020-05-23,9209.287109375,9302.501953125,9118.1083984375,9185.0625,27727866812,0.06686929711532648,0.06872154022290182
2020-05-24,8790.3681640625,9288.404296875,8787.2509765625,9212.283203125,32518803300,0.06730450000474643,0.07420797882997278
2020-05-25,8906.9345703125,8951.005859375,8719.66796875,8786.107421875,31288157264,0.060490828419957135,0.07401729457624222
2020-05-26,8835.052734375,8991.9677734375,8757.2939453125,8909.5859375,29584186947,0.06246499516115091,0.06893277147392292
2020-05-27,9181.017578125,9203.3203125,8834.1572265625,8837.380859375,32740536902,0.06131058491368262,0.06808330302286926
2020-05-28,9525.7509765625,9546.3193359375,9148.45703125,9184.9453125,34367073114,0.06686742352894741,0.06659369255896426
2020-05-29,9439.1240234375,9573.6669921875,9379.3388671875,9528.35546875,32896642044,0.0723578435070739,0.06468531992611574
2020-05-30,9700.4140625,9704.0302734375,9366.7294921875,9438.9140625,32722975141,0.07092785992968305,0.06614930909628684
2020-05-31,9461.05859375,9700.34375,9432.296875,9700.10546875,27773290299,0.07510377170424916,0.06687758773505391
2020-06-01,10167.2685546875,10199.5654296875,9450.8994140625,9463.60546875,35198901068,0.07132262457975456,0.06624453412400345
2020-06-02,9529.8037109375,10182.3408203125,9460.5712890625,10162.9736328125,39137252109,0.08250407879754725,0.06760597566635974
2020-06-03,9656.7177734375,9682.859375,9471.8466796875,9533.7607421875,25007459262,0.07244426267880884,0.0659065079147783
2020-06-04,9800.63671875,9887.6103515625,9525.2470703125,9655.8544921875,25921805072,0.07439628987428985,0.06525724778154883
2020-06-05,9665.533203125,9869.2373046875,9663.216796875,9800.2158203125,23509628646,0.07670432970823514,0.06592646160971548
2020-06-06,9653.6796875,9773.431640625,9591.0244140625,9664.904296875,20438419222,0.07454097758241408,0.06507524447804132
2020-06-07,9758.8525390625,9768.498046875,9458.150390625,9653.0029296875,25015250846,0.07435069927239897,0.06949289573516783
2020-06-08,9771.4892578125,9782.306640625,9675.8857421875,9760.0634765625,21486346312,0.07606237656188407,0.06795580546977305
2020-06-09,9795.7001953125,9836.369140625,9664.7197265625,9774.3603515625,23717842783,0.07629095410013147,0.07075327290559273
2020-06-10,9870.0947265625,9908.896484375,9728.291015625,9794.119140625,25706567601,0.07660685637686367,0.06828095077264205
2020-06-11,9321.78125,9938.2978515625,9263.0693359375,9870.078125,30247143440,0.07782128384134172,0.06834736940978033
2020-06-12,9480.84375,9540.4658203125,9285.8515625,9320.6904296875,22610564515,0.06903770792437107,0.06776449668724947
2020-06-13,9475.27734375,9493.2119140625,9396.009765625,9480.7353515625,17564322315,0.07159649606871617,0.06834246685875507
2020-06-14,9386.7880859375,9482.2705078125,9347.59375,9477.5537109375,18991732746,0.07154562819852421,0.06772690005390934
2020-06-15,9450.7021484375,9504.8603515625,8990.17578125,9386.03515625,26699704768,0.07008243530256421,0.06777797089595901
2020-06-16,9538.0244140625,9579.4306640625,9400.4453125,9454.2666015625,21565537209,0.07117331535856196,0.06697990116457132
2020-06-17,9480.2548828125,9540.4228515625,9327.33984375,9533.7841796875,20177709879,0.07244463739608466,0.0660179394646739
2020-06-18,9411.8408203125,9482.7822265625,9328.3955078125,9481.5673828125,17770083003,0.07160979853200759,0.06632764329313533
2020-06-19,9288.0185546875,9440.8759765625,9274.2958984375,9410.2939453125,19632223107,0.07047028329625298,0.06643671724683727
2020-06-20,9332.3408203125,9394.9716796875,9247.3798828125,9290.9599609375,17130541557,0.06856237905999922,0.06690380233114117
2020-06-21,9303.6298828125,9401.107421875,9300.4306640625,9330.9267578125,15324301169,0.06920136569458345,0.06650880348277226
2020-06-22,9648.7177734375,9655.0732421875,9296.8720703125,9300.9150390625,21104009514,0.06872154022290182,0.06990728620256016
2020-06-23,9629.658203125,9670.541015625,9547.2470703125,9644.076171875,17006433272,0.07420797882997278,0.07233843627483065
2020-06-24,9313.6103515625,9680.3671875,9278.2333984375,9632.1494140625,18961716076,0.07401729457624222,0.07327170087668854
2020-06-25,9264.8134765625,9340.1611328125,9095.32421875,9314.126953125,18616048626,0.06893277147392292,0.07253578737342677
2020-06-26,9162.91796875,9310.5166015625,9101.73828125,9260.9951171875,18341465837,0.06808330302286926,0.074786073907237
2020-06-27,9045.390625,9207.810546875,8998.216796875,9167.82421875,17273093144,0.06659369255896426,0.07838309433032777
2020-06-28,9143.58203125,9197.546875,8975.525390625,9048.4609375,14560870760,0.06468531992611574,0.09616561491854396
2020-06-29,9190.8544921875,9237.5732421875,9041.8759765625,9140.029296875,16460547078,0.06614930909628684,0.09449470374602363
2020-06-30,9137.9931640625,9217.8359375,9084.837890625,9185.5810546875,15735797744,0.06687758773505391,0.09748252755795751
2020-07-01,9228.3251953125,9309.7548828125,9104.7353515625,9145.9853515625,15971550355,0.06624453412400345,0.09764844924504461
2020-07-02,9123.41015625,9274.962890625,9036.623046875,9231.1396484375,16338916796,0.06760597566635974,0.10104363757544933
2020-07-03,9087.3037109375,9202.3447265625,9058.794921875,9124.8427734375,13078970999,0.0659065079147783,0.10801748518242986
2020-07-04,9132.48828125,9183.2958984375,9053.6298828125,9084.2333984375,12290528515,0.06525724778154883,0.09658617260776743
2020-07-05,9073.9423828125,9162.18359375,8977.015625,9126.0908203125,12903406143,0.06592646160971548,0.09982268378508415
2020-07-06,9375.474609375,9375.474609375,9058.6640625,9072.849609375,17889263252,0.06507524447804132,0.09914511688431078
2020-07-07,9252.27734375,9360.6171875,9201.8154296875,9349.1611328125,13839652595,0.06949289573516783,0.10787529558947774
2020-07-08,9428.3330078125,9450.3359375,9249.5,9253.0205078125,19702359883,0.06795580546977305,0.1083393204826958
2020-07-09,9277.9677734375,9431.37890625,9234.9990234375,9427.994140625,18000702524,0.07075327290559273,0.10555197041332316
2020-07-10,9278.8076171875,9287.4716796875,9118.001953125,9273.357421875,16860035605,0.06828095077264205,0.10767471255437773
2020-07-11,9240.3466796875,9293.5322265625,9199.4853515625,9277.51171875,13249910444,0.06834736940978033,0.10647452434638065
2020-07-12,9276.5,9319.4189453125,9197.4501953125,9241.0546875,14452361907,0.06776449668724947,0.10998212785952997
2020-07-13,9243.6142578125,9306.4052734375,9224.29296875,9277.205078125,17519821266,0.06834246685875507,0.10235506997470407
2020-07-14,9243.2138671875,9283.841796875,9171.6611328125,9238.703125,18085038362,0.06772690005390934,0.10529379021028633
2020-07-15,9192.8369140625,9275.3251953125,9171.93359375,9241.8974609375,15844731575,0.06777797089595901,0.1082396300741091
2020-07-16,9132.2275390625,9214.3125,9088.947265625,9191.98046875,15713967523,0.06697990116457132,0.10817628724127647
2020-07-17,9151.392578125,9182.25390625,9089.2021484375,9131.8125,13944570749,0.0660179394646739,0.10974291771858134
2020-07-18,9159.0400390625,9230.9833984375,9100.82421875,9151.18359375,12252601475,0.06632764329313533,0.11020613072436845
2020-07-19,9185.8173828125,9201.3984375,9097.6328125,9158.005859375,12939002784,0.06643671724683727,0.11590163034490476
2020-07-20,9164.2314453125,9214.2705078125,9137.509765625,9187.220703125,13755604146,0.06690380233114117,0.11172860701600641
2020-07-21,9374.8876953125,9407.2626953125,9149.3896484375,9162.5146484375,18069581956,0.06650880348277226,0.10806121781116147
2020-07-22,9525.36328125,9530.5185546875,9319.6533203125,9375.080078125,16532254884,0.06990728620256016,0.1099242340404165
2020-07-23,9581.072265625,9610.2470703125,9483.00390625,9527.1416015625,18146399002,0.07233843627483065,0.10524698177724907
2020-07-24,9536.892578125,9623.3369140625,9481.4541015625,9585.5146484375,16552768325,0.07327170087668854,0.10675334522602696
2020-07-25,9677.11328125,9704.556640625,9530.2119140625,9539.4853515625,16610070933,0.07253578737342677,0.10649742893986487
2020-07-26,9905.1669921875,10023.8076171875,9652.84765625,9680.234375,20507998997,0.074786073907237,0.10825449385938309
2020-07-27,10990.873046875,11298.2216796875,9903.9697265625,9905.2177734375,35359749590,0.07838309433032777,0.10175229039689555
2020-07-28,10912.8232421875,11204.3271484375,10632.6318359375,11017.4638671875,28766551142,0.09616561491854396,0.10365028023856
2020-07-29,11100.4677734375,11304.3974609375,10856.1416015625,10912.953125,24617249715,0.09449470374602363,0.10108721407198269
2020-07-30,11111.2138671875,11169.3564453125,10895.455078125,11099.8330078125,22857247901,0.09748252755795751,0.10453675202060046
2020-07-31,11323.466796875,11415.8642578125,10987.0537109375,11110.2109375,23160469766,0.09764844924504461,0.1040196890196347
2020-08-01,11759.5927734375,11794.775390625,11239.6826171875,11322.5703125,26075670303,0.10104363757544933,0.10729070541276607
2020-08-02,11053.6142578125,12034.14453125,11018.1298828125,11758.7646484375,27410067336,0.10801748518242986,0.10674727168351479
2020-08-03,11246.3486328125,11453.0791015625,11012.4150390625,11043.7685546875,20271713443,0.09658617260776743,0.11131193701851953
2020-08-04,11205.892578125,11385.3818359375,11094.1455078125,11246.203125,21250197042,0.09982268378508415,0.10239655429978083
2020-08-05,11747.0224609375,11786.6171875,11158.28515625,11203.8232421875,24411254471,0.09914511688431078,0.08358153148449494
2020-08-06,11779.7734375,11902.3359375,11598.7138671875,11749.87109375,23400740340,0.10787529558947774,0.08809276838125633
2020-08-07,11601.47265625,11898.0380859375,11408.59375,11778.89453125,23132312867,0.1083393204826958,0.08257191823768965
2020-08-08,11754.0458984375,11800.064453125,11558.431640625,11604.5537109375,17572057837,0.10555197041332316,0.08439104570601481
2020-08-09,11675.7392578125,11806.056640625,11548.7841796875,11737.3251953125,17489608833,0.10767471255437773,0.08580291794840793
2020-08-10,11878.111328125,12045.140625,11662.2568359375,11662.2568359375,26114112569,0.10647452434638065,0.08204327022761328
2020-08-11,11410.525390625,11932.7109375,11195.708984375,11881.6474609375,27039782640,0.10998212785952997,0.08377282465379872
2020-08-12,11584.9345703125,11748.396484375,11249.60546875,11404.5966796875,25064548486,0.10235506997470407,0.08579846818075763
2020-08-13,11784.1376953125,11796.396484375,11216.8720703125,11588.4052734375,27522199497,0.10529379021028633,0.08645130374132716
2020-08-14,11768.87109375,12150.994140625,11685.455078125,11772.6591796875,24237958589,0.1082396300741091,0.08713139998371229
2020-08-15,11865.6982421875,11963.203125,11768.697265625,11768.697265625,23354924400,0.10817628724127647,0.08515425111753182
2020-08-16,11892.8037109375,11934.9013671875,11737.1884765625,11866.685546875,20583375490,0.10974291771858134,0.09073436904355663
2020-08-17,12254.40234375,12359.056640625,11806.6962890625,11895.658203125,28227687027,0.11020613072436845,0.09265303078827027
2020-08-18,11991.2333984375,12335.70703125,11954.525390625,12251.8955078125,26043227672,0.11590163034490476,0.0954587576173777
2020-08-19,11758.283203125,12028.923828125,11687.3330078125,11990.884765625,24502851117,0.11172860701600641,0.09511610989508416
2020-08-20,11878.3720703125,11900.4111328125,11710.0634765625,11761.5,20175242945,0.10806121781116147,0.09482724971508998
